DRUG_COSMICID,norm_cells_0,norm_cells_1,norm_cells_2,norm_cells_3,norm_cells_4,norm_cells_5,norm_cells_6,norm_cells_7,norm_cells_8,norm_cells_9,param_1,param_2,param_3,param_4
245_687561,1.0,1.020407066,1.058338847,0.972823497,0.982820694,1.019515462,0.997733648,0.053937871,0.009819622,0.003499765,,,,
245_688023,1.0,1.011146035,0.978177035,0.989903218,0.982625793,0.938494119,0.624815937,0.008416493,-0.000608924,-0.007869667,,,,
245_1322218,1.0,1.030071607,1.030813798,1.07956649,1.128759857,1.0355369840000002,1.01142902,0.62698055,0.033272235,0.005806186999999999,,,,
245_1295740,1.0,0.972586937,0.965356099,0.8826695920000001,0.833309215,0.586976526,0.051504589,0.008380943,0.008888708,0.004873719,,,,
245_905954,1.0,1.030809458,1.076845075,1.00244319,0.975010911,0.926011502,1.005176352,0.98394561,0.055298821,0.014335799,,,,
245_724812,1.0,0.995972682,0.990323018,0.967766524,1.014377569,1.004045325,0.97763499,0.6955905379999999,0.06320895,0.06512335400000001,,,,
245_687983,1.0,0.993590348,0.999381743,0.977790084,0.999478337,1.028274791,1.039989687,0.904260541,0.00855898,0.00210421,,,,
245_1303912,1.0,0.959890059,1.011085606,1.032901881,0.984380015,1.037723531,1.081520908,0.991800741,0.05443138,0.01504792,,,,
308_1290724,1.0,1.009650149,1.020199475,1.055546087,1.011141748,1.091722189,1.071789265,1.042760102,0.021307738,0.037897523,,,,
308_907799,1.0,1.038700665,1.049916061,1.058706664,1.092360189,0.821496873,0.653770866,0.412989938,0.008666208,0.008212661,,,,
